object_id,centroids_x,centroids_y,aspect_ratio,area,frames,scores,counted
5297,615,1037,5.84375,149600.0,192,0.84,True
5297,641,1042,5.431034482758621,164430.0,193,0.84,True
5297,662,1047,10.676767676767676,104643.0,194,0.79,True
5297,694,1058,8.900826446280991,130317.0,195,0.81,True
5297,724,1078,8.941666666666666,128760.0,196,0.84,True
5297,745,1084,9.142857142857142,129472.0,197,0.84,True
5297,767,1080,9.341880341880342,127881.0,198,0.75,True
5297,798,1072,8.51908396946565,146196.0,199,0.81,True
5297,815,1065,8.511278195488721,150556.0,200,0.84,True
5297,833,1059,8.713178294573643,144996.0,201,0.85,True
5297,858,1058,8.952380952380953,142128.0,202,0.84,True
5297,888,1059,8.755725190839694,150257.0,203,0.85,True
5297,917,1066,6.782312925170068,146559.0,204,0.83,True
5297,945,1058,8.257142857142858,161840.0,205,0.85,True
5297,977,1051,8.095890410958905,172572.0,206,0.86,True
5297,1008,1044,8.656934306569344,162482.0,207,0.87,True
5297,1023,1038,9.983193277310924,141372.0,208,0.84,True
5297,1043,819,6.707792207792208,159082.0,209,0.76,True
5314,1023,1571,0.0,0.0,165,0.86,False
5314,1038,1554,4.432098765432099,29079.0,166,0.87,False
5314,1056,1535,5.931818181818182,11484.0,167,0.71,False
5314,1067,1524,6.535714285714286,5124.0,168,0.36,False
5325,46,1057,0.0,0.0,176,0.89,True
5325,29,891,10.764705882352942,77775.0,177,0.88,True
5325,38,986,10.848837209302326,80238.0,178,0.84,True
5325,47,1011,8.647058823529411,89964.0,179,0.87,True
5325,52,1018,8.25233644859813,94481.0,180,0.88,True
5325,63,1029,6.8,114920.0,181,0.9,True
5325,69,1032,6.731343283582089,120868.0,182,0.91,True
5325,80,1024,6.371428571428571,124880.0,183,0.9,True
5325,102,1018,6.418439716312057,127605.0,184,0.87,True
5325,115,1017,6.121621621621622,134088.0,185,0.88,True
5325,126,1015,6.239726027397261,133006.0,186,0.89,True
5325,143,1008,5.901315789473684,136344.0,187,0.88,True
5325,149,1003,6.361702127659575,126477.0,188,0.87,True
5325,170,998,5.6503067484662575,150123.0,189,0.86,True
5325,191,996,5.421052631578948,158517.0,190,0.87,True
5325,200,997,5.980769230769231,145548.0,191,0.86,True
5325,222,998,5.84375,149600.0,192,0.86,True
5325,243,1003,5.431034482758621,164430.0,193,0.87,True
5325,262,1014,10.676767676767676,104643.0,194,0.87,True
5325,279,1035,8.900826446280991,130317.0,195,0.87,True
5325,310,1053,8.941666666666666,128760.0,196,0.85,True
5325,322,1061,9.142857142857142,129472.0,197,0.9,True
5325,335,1056,9.341880341880342,127881.0,198,0.9,True
5325,362,1049,8.51908396946565,146196.0,199,0.88,True
5325,371,1046,8.511278195488721,150556.0,200,0.86,True
5325,380,1037,8.713178294573643,144996.0,201,0.88,True
5325,399,1031,8.952380952380953,142128.0,202,0.91,True
5325,420,1028,8.755725190839694,150257.0,203,0.87,True
5325,444,1025,6.782312925170068,146559.0,204,0.85,True
5325,468,1016,8.257142857142858,161840.0,205,0.89,True
5325,495,1014,8.095890410958905,172572.0,206,0.88,True
5325,520,1008,8.656934306569344,162482.0,207,0.88,True
5325,543,1008,9.983193277310924,141372.0,208,0.84,True
5325,569,1008,6.707792207792208,159082.0,209,0.85,True
5325,601,1005,6.528301886792453,165042.0,210,0.87,True
5325,623,1006,7.408450704225352,149384.0,211,0.87,True
5325,642,1009,7.190476190476191,155379.0,212,0.85,True
5325,650,1011,6.921052631578948,159904.0,213,0.84,True
5325,666,1023,7.621428571428571,149380.0,214,0.84,True
5325,668,1030,7.654676258992806,147896.0,215,0.83,True
5325,680,1036,6.834394904458598,168461.0,216,0.84,True
5325,705,1033,7.1103896103896105,168630.0,217,0.88,True
5325,720,1034,7.131578947368421,164768.0,218,0.87,True
