frame_id,stem,product,object_id,area,aspect_ratio,number_of_grapes,ths1,ths2,ths3,ths4,rg1,rg2,rg3,rg4,ratio_upper_lower,ratio_left_right,mean_grape_area,mean_grape_ratio,percentage_bunch_area,compactness
477,8,37,457,17370,2.144,21,0,0,19,0,0,0,0,80,1.1,1.33,312.9,1.09,0.16,0.06
477,8,37,440,17940,2.12,35,0,5,17,0,0,0,0,77,1.5,0.94,277.94,1.07,0.12,0.04
477,8,37,446,12963,1.713,17,11,0,0,0,0,0,0,88,1.83,0.7,341.41,1.15,0.11,0.06
477,8,37,448,24072,2.314,7,0,42,0,0,0,0,0,57,2.5,0.0,224.43,1.45,0.07,0.06
477,8,37,450,23900,2.39,14,14,7,0,0,0,7,0,71,2.5,0.75,250.0,1.15,0.13,0.07
477,8,37,452,13585,1.505,10,40,10,0,0,0,0,0,50,1.0,0.43,306.4,1.19,0.06,0.05
477,8,37,460,12665,1.753,4,0,25,0,0,0,0,0,75,0.33,1.0,521.5,1.27,0.05,0.14
550,9,21,471,11060,1.772,7,85,14,0,0,0,0,0,0,0.17,0.17,483.86,1.17,0.07,0.1
550,9,21,470,13167,2.221,16,0,0,0,0,0,0,0,100,1.29,1.0,270.0,1.29,0.12,0.06
550,9,21,472,11778,1.936,6,0,0,0,0,0,0,0,100,5.0,0.5,275.0,1.24,0.05,0.09
550,9,21,476,11040,2.319,11,0,0,0,0,0,0,0,100,1.2,0.38,451.82,1.14,0.11,0.07
550,9,21,489,11736,2.264,12,0,0,0,0,0,0,0,100,0.71,1.0,276.17,1.02,0.1,0.07
550,9,21,475,12765,2.681,6,0,0,0,0,0,0,0,100,5.0,0.5,344.83,0.91,0.07,0.09
550,9,21,480,9636,1.808,18,0,5,0,5,0,0,11,77,0.64,1.0,312.67,1.06,0.14,0.06
550,9,21,493,9360,1.806,28,3,35,7,0,0,0,0,53,2.11,2.11,255.04,1.15,0.16,0.05
550,9,21,481,5600,1.786,20,5,40,20,0,0,0,0,35,1.5,1.22,171.25,1.08,0.17,0.06
550,9,21,482,22127,1.862,20,5,30,20,5,0,0,0,40,1.5,0.67,402.9,1.36,0.16,0.06
550,9,21,506,12150,1.852,12,0,0,0,0,0,0,0,100,1.4,2.0,336.25,1.01,0.12,0.07
550,9,21,504,21004,1.508,10,0,0,0,0,0,0,0,100,9.0,0.67,210.6,1.24,0.09,0.07
550,9,21,505,22806,1.437,45,2,6,15,0,0,0,0,75,0.88,0.96,314.64,1.14,0.19,0.05
550,9,21,513,8024,1.735,16,6,18,6,31,0,0,0,37,1.67,1.67,202.5,1.23,0.14,0.06
550,9,21,507,7062,1.621,22,0,31,31,0,0,0,0,36,1.44,1.0,223.91,1.31,0.18,0.07
550,9,21,510,7038,1.478,25,0,0,16,4,0,0,0,80,1.08,1.08,213.88,1.23,0.14,0.05
550,9,21,508,8056,1.395,20,0,0,10,0,0,0,5,85,1.86,1.22,287.1,1.23,0.15,0.06
550,9,21,511,8064,1.556,39,0,84,7,0,0,0,0,7,1.79,1.29,360.82,1.2,0.23,0.05
550,9,21,530,15576,2.011,18,0,11,5,5,0,5,0,72,5.0,1.0,321.72,1.07,0.14,0.07
550,9,21,534,9940,2.029,18,0,11,16,16,0,0,0,55,2.0,2.0,234.39,1.2,0.12,0.06
550,9,21,527,13485,1.782,20,0,0,5,15,0,0,0,80,0.67,1.22,241.35,1.19,0.15,0.06
636,10,30,525,22230,1.624,17,0,0,5,5,0,0,5,82,1.83,0.7,271.65,1.24,0.13,0.06
636,10,30,554,13509,2.165,24,45,54,0,0,0,0,0,0,0.6,1.18,656.12,1.23,0.16,0.06
636,10,30,553,38880,1.875,1,0,100,0,0,0,0,0,0,inf,0.0,408.0,1.41,0.01,0.0
636,10,30,549,16766,1.644,59,3,69,10,0,0,0,1,15,1.46,0.74,263.02,1.25,0.24,0.04
636,10,30,560,14500,1.45,24,33,25,4,0,0,0,0,37,1.18,0.71,183.79,1.1,0.1,0.05
636,10,30,567,17402,1.363,16,6,81,0,0,0,0,0,12,1.29,1.0,389.06,1.13,0.14,0.07
636,10,30,579,18905,2.095,7,0,28,0,14,0,0,0,57,0.75,1.33,269.71,1.13,0.07,0.08
636,10,30,565,20805,2.305,27,0,7,0,3,0,0,0,88,4.4,1.45,290.93,1.16,0.11,0.05
636,10,30,577,9750,1.603,8,0,0,0,0,0,0,12,87,1.0,0.33,332.0,1.21,0.09,0.06
636,10,30,588,18905,2.095,7,0,0,0,0,0,0,0,100,inf,0.4,245.29,1.13,0.07,0.08
636,10,30,589,12555,1.914,6,0,0,16,0,0,0,0,83,2.0,0.5,235.5,1.05,0.08,0.09
636,10,30,581,11781,1.987,28,0,0,0,0,0,0,3,96,4.6,1.33,285.46,1.15,0.14,0.05
636,10,30,586,9940,1.972,33,0,18,30,0,0,0,0,51,1.54,0.94,303.42,1.09,0.17,0.05
636,10,30,592,6811,2.837,41,12,21,9,4,0,2,4,43,2.42,1.41,229.29,1.12,0.16,0.04
636,10,30,590,12155,1.682,25,0,0,0,8,0,0,0,92,1.27,0.67,269.12,1.16,0.14,0.05
636,10,30,596,15624,1.806,14,0,0,7,0,0,0,0,92,1.0,1.33,337.5,1.19,0.13,0.07
636,10,30,605,16150,1.789,20,5,50,10,0,0,0,0,35,1.5,1.0,435.05,1.17,0.15,0.06
636,10,30,607,17654,1.876,30,0,20,16,3,0,0,0,60,2.0,0.88,313.17,1.07,0.18,0.05
636,10,30,603,23520,1.875,16,0,0,6,0,0,0,6,87,1.67,1.0,385.0,1.09,0.11,0.06
636,10,30,620,23142,1.781,26,0,30,23,3,0,0,0,42,4.2,1.6,456.27,1.26,0.17,0.05
636,10,30,617,14210,1.48,30,3,3,6,16,0,0,6,63,2.0,1.0,347.97,1.3,0.21,0.06
636,10,30,626,37209,1.51,34,0,0,14,2,0,0,0,82,2.78,1.0,306.18,1.17,0.18,0.05
636,10,30,627,22512,1.795,31,3,0,0,6,0,0,0,90,1.21,1.58,338.1,1.07,0.2,0.06
636,10,30,632,25584,1.691,11,27,18,0,0,0,0,0,54,1.75,0.83,569.27,1.27,0.11,0.08
712,11,25,635,27604,1.537,19,0,15,5,0,0,0,0,78,2.17,0.73,292.95,1.17,0.16,0.07
712,11,25,641,29260,1.654,20,5,0,5,0,0,0,0,90,1.0,0.82,600.35,1.15,0.14,0.06
712,11,25,649,15228,1.723,10,10,10,0,0,0,0,0,80,1.0,1.5,586.1,1.18,0.13,0.1
712,11,25,652,29355,2.767,29,3,44,10,3,0,0,0,37,1.42,0.81,368.52,1.11,0.22,0.07
712,11,25,658,15916,1.88,24,4,62,8,0,0,0,4,20,1.18,0.85,288.12,1.31,0.21,0.06
712,11,25,670,20273,2.155,16,0,25,6,0,0,0,0,68,7.0,0.6,268.56,1.31,0.1,0.05
712,11,25,661,19080,1.698,23,13,34,8,0,0,0,0,43,1.56,1.09,371.7,1.18,0.16,0.06
712,11,25,680,11169,2.096,19,15,78,5,0,0,0,0,0,2.17,1.38,233.79,1.14,0.12,0.05
712,11,25,683,18025,1.699,15,26,40,13,0,0,0,0,20,0.88,1.5,275.47,1.14,0.18,0.08
712,11,25,699,14065,1.495,9,0,33,11,0,0,0,0,55,8.0,0.29,329.11,1.32,0.07,0.08
712,11,25,697,14043,1.624,8,62,37,0,0,0,0,0,0,0.33,1.67,200.75,1.23,0.1,0.08
712,11,25,694,11316,1.683,6,16,50,0,0,0,0,0,33,inf,1.0,496.83,1.2,0.05,0.08
712,11,25,693,12240,1.511,12,33,66,0,0,0,0,0,0,1.4,0.33,237.08,1.12,0.11,0.07
712,11,25,698,17227,1.505,21,80,14,0,0,0,4,0,0,2.5,0.62,244.19,1.22,0.14,0.06
712,11,25,703,15580,1.726,24,16,79,0,0,0,0,0,4,1.18,0.71,232.12,1.23,0.18,0.06
712,11,25,709,12672,1.375,9,11,0,11,0,0,0,0,77,inf,0.5,411.56,1.14,0.07,0.06
712,11,25,708,26070,2.155,13,38,38,0,0,0,0,0,23,5.5,0.86,302.08,1.3,0.1,0.06
712,11,25,722,26082,1.37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
712,11,25,720,24931,2.178,12,83,16,0,0,0,0,0,0,1.4,1.0,338.25,1.09,0.12,0.08
712,11,25,727,14560,1.346,37,5,16,10,0,0,2,2,62,1.85,1.31,368.51,1.12,0.18,0.05
789,12,23,735,25410,1.736,34,0,0,0,2,0,0,0,97,0.42,1.0,521.29,1.05,0.21,0.06
789,12,23,734,22733,1.409,15,0,13,33,0,0,0,0,53,2.75,1.5,303.6,1.19,0.16,0.07
789,12,23,748,28702,1.78,28,0,85,3,0,0,0,0,10,0.87,0.75,343.93,1.22,0.18,0.06
789,12,23,751,18706,2.117,12,33,16,0,0,0,0,8,41,5.0,0.71,404.67,1.22,0.08,0.06
789,12,23,758,28400,2.84,15,0,13,0,6,0,0,0,80,4.0,1.14,655.67,1.19,0.14,0.07
789,12,23,762,29700,2.97,35,0,8,8,0,0,0,0,82,2.18,1.33,416.49,1.12,0.2,0.05
789,12,23,753,22347,1.632,17,11,41,11,0,0,11,0,23,16.0,0.42,209.88,1.12,0.08,0.05
789,12,23,759,24805,1.694,28,0,7,10,3,0,0,0,78,1.15,1.55,423.07,1.09,0.16,0.05
789,12,23,769,17072,1.814,20,0,0,30,0,0,0,0,70,3.0,0.67,458.1,1.24,0.15,0.06
789,12,23,776,21836,2.058,15,0,0,13,0,0,0,0,86,2.75,1.5,577.27,1.3,0.13,0.06
789,12,23,771,36557,1.892,26,0,7,11,0,0,0,0,80,1.6,1.17,612.15,1.24,0.24,0.07
789,12,23,782,24662,1.771,27,0,0,11,22,0,0,0,66,1.7,1.08,677.37,1.29,0.23,0.06
789,12,23,779,44156,1.602,17,0,0,0,0,0,0,0,100,2.4,0.89,657.06,1.23,0.11,0.06
789,12,23,787,19552,1.808,11,0,0,0,9,0,0,0,90,0.83,1.2,475.09,1.1,0.13,0.09
789,12,23,773,35757,1.905,28,3,0,17,10,0,0,0,67,0.47,0.87,349.14,1.28,0.2,0.06
789,12,23,778,35167,1.82,32,0,0,3,0,0,0,0,96,1.29,1.0,520.31,1.22,0.16,0.05
789,12,23,790,13363,1.94,23,0,0,13,0,0,0,0,86,2.29,1.56,273.61,1.2,0.17,0.06
789,12,23,793,12948,2.128,10,0,0,0,0,0,0,0,100,0.67,1.5,394.2,1.04,0.1,0.08
789,12,23,795,12324,1.975,26,0,0,0,0,0,0,0,100,1.6,1.6,285.08,1.09,0.12,0.05
789,12,23,797,16954,1.765,27,0,11,7,0,0,0,0,81,2.38,0.93,623.7,1.24,0.16,0.05
789,12,23,801,14787,1.71,20,0,0,5,5,0,0,0,90,1.5,0.82,351.95,1.22,0.16,0.06
789,12,23,806,14490,1.789,16,0,0,0,0,6,0,0,93,1.67,1.67,249.62,1.21,0.13,0.06
867,13,31,808,21012,1.981,22,4,50,4,0,0,0,0,40,2.14,1.75,322.09,1.06,0.19,0.07
867,13,31,815,22470,1.963,17,0,47,0,0,0,0,0,52,2.4,0.31,504.94,1.33,0.13,0.06
867,13,31,819,12665,1.753,29,10,6,0,0,0,3,3,75,0.93,0.93,259.79,1.17,0.14,0.05
867,13,31,821,13725,2.44,31,0,9,3,0,0,0,0,87,2.1,0.63,454.29,1.21,0.18,0.06
867,13,31,835,16318,2.427,20,0,15,40,35,0,0,0,10,1.0,1.22,241.95,1.26,0.16,0.06
867,13,31,830,8050,1.643,18,5,16,11,11,0,0,0,55,5.0,0.8,258.22,1.13,0.15,0.06
